contact_id,flow_group,question_key,llm_question_text,user_answer_raw,user_answer_mapped,question_ts,answer_ts,response_latency_seconds
551739438,onboarding,province,Which province do you live in?,Western cape,Western Cape,2025-08-19T09:32:37.797811,2025-08-19T09:32:48.780796,11
551739438,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area. 🏘️",A suburb,Township or suburb,2025-08-19T09:32:49.739739,2025-08-19T09:33:03.889513,14
551739438,onboarding,relationship_status,"Sorry, I didn't quite get that. Let me ask in a different way: What is your current relationship status?

Valid options are:
- Single
- Married
- Relationship
- Skip",Skip,Skip,2025-08-19T09:33:24.308133,2025-08-19T09:33:34.971306,10
551739438,onboarding,education_level,What's your highest level of education? 📚,I finished a post-grad degree in astrophysics,More than high school,2025-08-19T09:33:35.663398,2025-08-19T09:34:06.912800,31
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.137811,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.241731,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.362866,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.476353,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.571915,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.657193,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.755023,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.829390,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:30.927381,306
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.015851,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.101157,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.178171,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.257876,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.337751,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.423673,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.493940,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.567567,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.645615,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.717612,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.792561,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.870179,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:31.944998,307
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.017213,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.099590,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.200078,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.275173,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.387824,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.493170,308
551739438,other,results[counter],"Sorry, I didn't quite get that. Let me ask in a different way: How many days in the last week did you not eat because there wasn't enough money for food? 🍞

You can reply with:
a. 0 days
b. 1-2 days
c. 3-4 days
d. 5-7 days
e. Skip",A,"response.body.user_context[""@result""]",2025-08-19T09:34:24.376336,2025-08-19T09:39:32.585235,308
551739438,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,7,7,2025-08-19T09:40:22.445660,2025-08-19T09:40:44.380971,22
551739438,onboarding,num_children,"How many children do you have? Please include all of them, even if they are adults. If you are pregnant now, don't count the baby you are expecting.",7,7,2025-08-19T09:40:45.076460,2025-08-19T09:40:58.830653,13
551739438,onboarding,num_children,"How many children do you have? Please include all of them, even if they are adults. If you are pregnant now, don’t count the baby you are expecting.",7,7,2025-08-19T09:44:45.208218,2025-08-19T09:44:55.797606,10
551739438,onboarding,hunger_days,"In the last week, how many days did you miss a meal because there wasn't money for food? 🍞",1,1-2 days,2025-08-19T09:44:56.550055,2025-08-19T09:45:11.530162,15
551739438,onboarding,province,Which province do you live in?,Limpopo,Limpopo,2025-08-19T09:45:12.266016,2025-08-19T09:45:24.316919,12
551739438,onboarding,area_type,"What kind of area do you live in? For instance, city, township, or rural area.",Township,Township or suburb,2025-08-19T09:45:25.046882,2025-08-19T09:45:38.894327,13
551739438,onboarding,relationship_status,"What’s your current relationship status? Are you single, married, or in a relationship? 👤",Skip,Skip,2025-08-19T09:45:39.629974,2025-08-19T09:45:49.610739,10
551739438,onboarding,num_children,How many children do you have? Count all your children of any age. 👶🏽,4,4,2025-08-19T13:32:06.326173,2025-08-19T13:32:18.674258,12
551739438,onboarding,num_children,"How many children do you have? Please include all of them, even if they are adults. If you are pregnant now, don't count the baby you are expecting.",4,4,2025-08-19T13:32:52.847714,2025-08-19T13:33:05.228249,13
551739438,onboarding,area_type,"What kind of area do you live in? For example, city, township, or rural area.",Farm,Farm,2025-08-19T13:33:06.039288,2025-08-19T13:33:26.860380,20
551739438,onboarding,province,Which province do you live in?,Western cape,Western Cape,2025-08-19T13:33:27.609978,2025-08-19T13:33:41.593574,14
551739438,onboarding,relationship_status,"What's your current relationship status? Are you single, in a relationship, or married?",Single,Single,2025-08-19T13:33:42.360202,2025-08-19T13:33:55.333940,13
